sample	coverage	taxonomy
Novel_genomes_placement_ani-R1	1.69	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Midichloriaceae; g__Aquarickettsia
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Midichloriaceae; g__Midichloria
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Wolbachia
Novel_genomes_placement_ani-R1	2.35	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Emcibacteraceae; g__UBA4441
Novel_genomes_placement_ani-R1	0.98	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia
Novel_genomes_placement_ani-R1	1.51	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__JAFAZJ01
Novel_genomes_placement_ani-R1	1.93	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseococcus
Novel_genomes_placement_ani-R1	0.89	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__MM1
Novel_genomes_placement_ani-R1	0.1	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylobacillus
Novel_genomes_placement_ani-R1	0.3	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylovorus
Novel_genomes_placement_ani-R1	0.2	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__UBA6140
Novel_genomes_placement_ani-R1	0.25	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus_A
Novel_genomes_placement_ani-R1	0.64	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__UBA9220; g__UBA9220
Novel_genomes_placement_ani-R1	4.08	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus
Novel_genomes_placement_ani-R1	0.1	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia
Novel_genomes_placement_ani-R1	1.86	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Mycetohabitans
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas
Novel_genomes_placement_ani-R1	0.17	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sulfuricellaceae; g__Sulfurimicrobium
Novel_genomes_placement_ani-R1	0.56	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Glaciecola
Novel_genomes_placement_ani-R1	1.54	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Alteromonas
Novel_genomes_placement_ani-R1	0.18	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Paraglaciecola
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Alteromonas_F
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Aliiglaciecola
Novel_genomes_placement_ani-R1	0.14	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__WKFJ01
Novel_genomes_placement_ani-R1	0.82	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Providencia
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Chania
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Pantoea
Novel_genomes_placement_ani-R1	0.33	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Serratia
Novel_genomes_placement_ani-R1	0.08	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Xenorhabdus
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Proteus
Novel_genomes_placement_ani-R1	0.13	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Arsenophonus
Novel_genomes_placement_ani-R1	0.08	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio
Novel_genomes_placement_ani-R1	1.66	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae; g__BB19
Novel_genomes_placement_ani-R1	1.67	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Endozoicomonadaceae; g__Parendozoicomonas
Novel_genomes_placement_ani-R1	2.55	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrococcales; f__Aquisalimonadaceae; g__SKGQ01
Novel_genomes_placement_ani-R1	0.39	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A; f__Enterobacteriaceae_A; g__Buchnera
Novel_genomes_placement_ani-R1	2.13	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HK1; f__JABDQX01; g__JABDQX01
Novel_genomes_placement_ani-R1	0.81	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__HGW-BRC1-1
Novel_genomes_placement_ani-R1	0.11	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__Sumerlaea
Novel_genomes_placement_ani-R1	0.88	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__DRVG01
Novel_genomes_placement_ani-R1	1.8	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015; f__UBA12015; g__VGTK01
Novel_genomes_placement_ani-R1	0.76	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__CAIJNA01
Novel_genomes_placement_ani-R1	0.14	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__JADHTT01
Novel_genomes_placement_ani-R1	0.31	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
Novel_genomes_placement_ani-R1	0.5	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Fervidicola
Novel_genomes_placement_ani-R1	0.07	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Caldanaerovirga
Novel_genomes_placement_ani-R1	0.89	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A
Novel_genomes_placement_ani-R1	0.36	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Fredinandcohnia
Novel_genomes_placement_ani-R1	0.82	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L
Novel_genomes_placement_ani-R1	2.92	Root; d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Cybelea
Novel_genomes_placement_ani-R1	1.57	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanogingivalaceae; g__Nanogingivalis
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA4665
Novel_genomes_placement_ani-R1	0.11	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__JACDFO01; g__JACDFO01
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__VMEW01
Novel_genomes_placement_ani-R1	0.17	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__JAAYXY01
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__UBA9631
Novel_genomes_placement_ani-R1	0.15	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__UBA2144
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__VMFU01
Novel_genomes_placement_ani-R1	0.08	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__GWB1-54-5
Novel_genomes_placement_ani-R1	0.17	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__X112; g__Vampirococcus_A
Novel_genomes_placement_ani-R1	2.12	Root; d__Bacteria; p__Desulfobacterota_C; c__Anaeroferrophillalia; o__Anaeroferrophillales; f__JAADEO01; g__DSCM01
Novel_genomes_placement_ani-R1	2.55	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QQUY01
Novel_genomes_placement_ani-R1	1.24	Root; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__CEB3
Novel_genomes_placement_ani-R1	0.45	Root; d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DULZ01; f__DUOV01; g__DUOV01
Novel_genomes_placement_ani-R1	0.47	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis
Novel_genomes_placement_ani-R1	0.11	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Magnetobacteriaceae; g__Magnetobacterium
Novel_genomes_placement_ani-R1	0.09	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Magnetobacteriaceae; g__HCH-1
Novel_genomes_placement_ani-R1	0.06	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Magnetobacteriaceae; g__XYC
Novel_genomes_placement_ani-R1	0.16	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Herbiconiux; s__Herbiconiux sp015350805
Novel_genomes_placement_ani-R1	1.17	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes regularis
Novel_genomes_placement_ani-R1	0.27	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes liguriensis
Novel_genomes_placement_ani-R1	0.31	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes sp000389965
Novel_genomes_placement_ani-R1	1.98	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-7; g__SURF-7; s__SURF-7 sp013824585
Novel_genomes_placement_ani-R1	0.32	Root; d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__SKNC01; f__SKNC01; g__SKLX01; s__SKLX01 sp007121375
Novel_genomes_placement_ani-R1	1.11	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__SIO2C1; s__SIO2C1 sp010672925
Novel_genomes_placement_ani-R1	1.38	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__UBA11371; s__UBA11371 sp003486305
Novel_genomes_placement_ani-R1	0.4	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp014904695
Novel_genomes_placement_ani-R1	0.15	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp010091925
Novel_genomes_placement_ani-R1	0.52	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc; s__Nostoc sp014831675
Novel_genomes_placement_ani-R1	0.23	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JAAUPA01; s__JAAUPA01 sp012034615
Novel_genomes_placement_ani-R1	0.36	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeomargaritales; f__Gloeomargaritaceae; g__Gloeomargarita; s__Gloeomargarita lithophora
Novel_genomes_placement_ani-R1	0.15	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Plesiocystis; s__Plesiocystis pacifica
Novel_genomes_placement_ani-R1	2.41	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__IN17; s__IN17 sp002694465
Novel_genomes_placement_ani-R1	1.57	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Ohtaekwangia; s__Ohtaekwangia sp018598175
Novel_genomes_placement_ani-R1	0.3	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Limibaculum; s__Limibaculum sp016623495
Novel_genomes_placement_ani-R1	0.22	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__SSD5; s__SSD5 sp013693875
Novel_genomes_placement_ani-R1	0.08	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thioclava; s__Thioclava arenosa
Novel_genomes_placement_ani-R1	0.42	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylopilaceae; g__Hansschlegelia; s__Hansschlegelia sp003241695
Novel_genomes_placement_ani-R1	1.32	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Midichloriaceae; g__Aquarickettsia; s__Aquarickettsia sp903887235
Novel_genomes_placement_ani-R1	0.68	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia; s__Chakrabartia sp016704425
Novel_genomes_placement_ani-R1	0.53	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__JAFAZJ01; s__JAFAZJ01 sp016869975
Novel_genomes_placement_ani-R1	0.14	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__JAFAZJ01; s__JAFAZJ01 sp019239835
Novel_genomes_placement_ani-R1	0.36	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp018828385
Novel_genomes_placement_ani-R1	0.55	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp018261905
Novel_genomes_placement_ani-R1	0.23	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp013335535
Novel_genomes_placement_ani-R1	0.31	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus sp018780195
Novel_genomes_placement_ani-R1	0.25	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae; g__BB19; s__BB19 sp016744695
Novel_genomes_placement_ani-R1	0.25	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Endozoicomonadaceae; g__Parendozoicomonas; s__Parendozoicomonas haliclonae
Novel_genomes_placement_ani-R1	0.7	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015; f__UBA12015; g__VGTK01; s__VGTK01 sp016874715
Novel_genomes_placement_ani-R1	0.86	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Fervidicola; s__Fervidicola ferrireducens
Novel_genomes_placement_ani-R1	1.54	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Caldanaerovirga; s__Caldanaerovirga acetigignens
Novel_genomes_placement_ani-R1	2.12	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A; s__Weissella_A fabalis
Novel_genomes_placement_ani-R1	0.47	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Fredinandcohnia; s__Fredinandcohnia onubensis
Novel_genomes_placement_ani-R1	1.39	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Fredinandcohnia; s__Fredinandcohnia onubensis_A
Novel_genomes_placement_ani-R1	0.93	Root; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L; s__Bacillus_L okhensis
Novel_genomes_placement_ani-R1	0.3	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanogingivalaceae; g__Nanogingivalis; s__Nanogingivalis sp010014525
Novel_genomes_placement_ani-R1	0.41	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QQUY01; s__QQUY01 sp016700175
Novel_genomes_placement_ani-R1	1.72	Root; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__CEB3; s__CEB3 sp001029295
Novel_genomes_placement_ani-R1	1.63	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis sp016207095
